inchikey14,metric_ik14,n_libs,n_spectra,libs
AATQPQPHHPJRIB,AATQPQPHHPJRIB,1,5,pluskal_ms2
AATRANWNKAJBJW,AATRANWNKAJBJW,1,4,enveda-180
AATRFIAYPGUYMW,AATRFIAYPGUYMW,2,32,pluskal_ms2;gnps
AATRSFNBYCILMU,AATRSFNBYCILMU,1,11,enveda-180
AATUJJYGUXNPAQ,AATUJJYGUXNPAQ,1,4,msdial
AATUQUAAEWXPMI,AATUQUAAEWXPMI,1,8,enveda-180
AAUBFFDOYYPQLZ,AAUBFFDOYYPQLZ,1,13,enveda-180
AAUBYXKHSVOYMY,AAUBYXKHSVOYMY,1,7,enveda-180
AAUCEBHPFATCFT,AAUCEBHPFATCFT,1,2,enveda-180
AAUFQHGHYATHAP,AAUFQHGHYATHAP,1,11,enveda-180
AAUIACSLFPGISU,AAUIACSLFPGISU,1,15,pluskal_ms2
AAUIRUJYRRFMCZ,AAUIRUJYRRFMCZ,1,8,enveda-180
AAUJRQDHWFPXJX,AAUJRQDHWFPXJX,1,1,gnps
AAUJWRUYPPFAJE,AAUJWRUYPPFAJE,1,1,enveda-180
AAUKJRDCNMCNTD,AAUKJRDCNMCNTD,1,8,enveda-180
AAUMFHIRKKPVJQ,AAUMFHIRKKPVJQ,1,10,enveda-180
AAUMUBUAZHIYTM,AAUMUBUAZHIYTM,1,8,enveda-180
AAUNZZGDGVEEQR,AAUNZZGDGVEEQR,1,4,enveda-180
AAUQDUXGJIUYRA,AAUQDUXGJIUYRA,1,5,enveda-180
AAUQHXZZSVAPDF,AAUQHXZZSVAPDF,1,11,pluskal_ms2
AAUQLHHARJUJEH,AAUQLHHARJUJEH,1,5,pluskal_ms2
AAURKEVMIKBZCV,AAURKEVMIKBZCV,1,8,enveda-180
AAURMAFZOQJORN,AAURMAFZOQJORN,1,3,enveda-180
AAUZCPZJUNSLNN,AAUZCPZJUNSLNN,1,10,enveda-180
AAUZERHXQPHNTK,AAUZERHXQPHNTK,1,6,enveda-180
AAVAHMVPQMGAKU,AAVAHMVPQMGAKU,1,7,enveda-180
AAVDSKDSFVJTMN,AAVDSKDSFVJTMN,1,7,enveda-180
AAVGUFQYDCVGLS,AAVGUFQYDCVGLS,1,6,enveda-180
AAVHKLUVZPZDGC,AAVHKLUVZPZDGC,1,4,enveda-180
AAVIEZZEYUDVOR,AAVIEZZEYUDVOR,1,4,enveda-180
AAVITBBBERPUIN,AAVITBBBERPUIN,2,18,pluskal_ms2;gnps
AAVJCQHHXWFJCY,AAVJCQHHXWFJCY,1,7,enveda-180
AAVJDFZGPSOESJ,AAVJDFZGPSOESJ,1,7,enveda-180
AAVLSXWKLJIXQU,AAVLSXWKLJIXQU,1,12,enveda-180
AAVLZVTZNNAASM,AAVLZVTZNNAASM,2,21,pluskal_ms2;gnps
AAVMBOCOPNUURH,AAVMBOCOPNUURH,1,3,enveda-180
AAVMGRPGPSSZBQ,AAVMGRPGPSSZBQ,1,8,gnps
AAVMWDVOCKURNQ,AAVMWDVOCKURNQ,1,8,enveda-180
AAVUXGIODVWIJE,AAVUXGIODVWIJE,1,4,enveda-180
AAVWSSGNPAEIFS,AAVWSSGNPAEIFS,1,6,enveda-180
AAVYIKIZGPTVFN,AAVYIKIZGPTVFN,1,5,pluskal_ms2
AAWBKQDWDCGUQM,AAWBKQDWDCGUQM,1,12,enveda-180
AAWFVGLOBNZTEO,AAWFVGLOBNZTEO,1,4,enveda-180
AAWGVNDUWMLYBM,AAWGVNDUWMLYBM,1,12,enveda-180
AAWPBDCYYPVZMP,AAWPBDCYYPVZMP,1,12,enveda-180
AAWPKJNZGKMUQT,AAWPKJNZGKMUQT,1,10,enveda-180
AAWPYOUKYVYTOC,AAWPYOUKYVYTOC,1,4,enveda-180
AAWZDTNXLSGCEK,AAWZDTNXLSGCEK,8,224,gnps;riken;msdial;mona;massbank;pluskal_ms2;enveda-np-examples;masaryk
AAWZNFUYWWCSMC,AAWZNFUYWWCSMC,1,6,enveda-180
AAXCQWCZXLOREK,AAXCQWCZXLOREK,1,11,pluskal_ms2
AAXDDRBTSBSOFE,AAXDDRBTSBSOFE,1,4,enveda-180
AAXFIPYNTJATES,AAXFIPYNTJATES,1,4,enveda-180
AAXFMUCWWBWMPM,AAXFMUCWWBWMPM,1,11,enveda-180
AAXHLWMDTNCBRC,AAXHLWMDTNCBRC,1,8,pluskal_ms2
AAXHZFXQDIBKIS,AAXHZFXQDIBKIS,1,8,enveda-180
AAXKJUFIENLHIL,AAXKJUFIENLHIL,1,3,enveda-180
AAXKWZCITXNJME,AAXKWZCITXNJME,1,6,enveda-180
AAXLAYRTDTXCGB,AAXLAYRTDTXCGB,1,6,enveda-180
AAXLIFNDULXQAS,AAXLIFNDULXQAS,1,6,enveda-180
AAXMAXPYDWMTEN,AAXMAXPYDWMTEN,1,8,enveda-180
AAXRHGMEDOIXIE,AAXRHGMEDOIXIE,1,1,gnps
AAXSISKHQNPNNR,AAXSISKHQNPNNR,1,1,gnps
AAXTWXPBTLQQRB,AAXTWXPBTLQQRB,1,9,enveda-180
AAXVEMMRQDVLJB,AAXVEMMRQDVLJB,1,3,gnps
AAXWFGZKKRHNTJ,AAXWFGZKKRHNTJ,1,8,enveda-180
AAXZEEBJBLHJOA,AAXZEEBJBLHJOA,1,6,enveda-180
AAXZLDGQBXSOJS,AAXZLDGQBXSOJS,1,4,enveda-180
AAXZLNPAYLSYOF,AAXZLNPAYLSYOF,1,6,enveda-180
AAYAOQAMBVVHLU,AAYAOQAMBVVHLU,1,8,enveda-180
AAYBDCLTOFXHQM,AAYBDCLTOFXHQM,1,8,enveda-180
AAYBONXFXJNZJR,AAYBONXFXJNZJR,2,10,pluskal_ms2;gnps
AAYDIZJYJJLUSD,AAYDIZJYJJLUSD,1,2,enveda-180
AAYDZMMROHVEDZ,AAYDZMMROHVEDZ,1,2,gnps
AAYLOWNGAVZYIJ,AAYLOWNGAVZYIJ,1,9,enveda-180
AAYNRRFLTZGQPC,AAYNRRFLTZGQPC,1,8,enveda-180
AAYOXXRTLLISDA,AAYOXXRTLLISDA,1,2,spectraverse
AAYYFZIKKOGURD,AAYYFZIKKOGURD,1,10,pluskal_ms2
AAYZLUAMQPDGBQ,AAYZLUAMQPDGBQ,1,3,enveda-180
AAZAISAKIQHWME,AAZAISAKIQHWME,1,4,enveda-180
AAZCMGYBBROTDK,AAZCMGYBBROTDK,1,1,spectraverse
AAZDMRBCDWQHLI,AAZDMRBCDWQHLI,1,13,enveda-180
AAZHIENEOPINBT,AAZHIENEOPINBT,1,8,enveda-180
AAZHLGCMBFXKMT,AAZHLGCMBFXKMT,1,12,enveda-180
AAZJNMFSJMSSCU,AAZJNMFSJMSSCU,1,8,enveda-180
AAZKSBHBMPNGIS,AAZKSBHBMPNGIS,1,6,enveda-180
AAZLGDUPIYYEFI,AAZLGDUPIYYEFI,1,2,enveda-180
AAZOUMYVCNRDMB,AAZOUMYVCNRDMB,1,6,gnps
AAZPIBMSDTVRQB,AAZPIBMSDTVRQB,1,7,enveda-180
AAZPNELBAGNINY,AAZPNELBAGNINY,1,2,enveda-180
AAZPZTUHGPEHOI,AAZPZTUHGPEHOI,1,8,enveda-180
AAZTVHXHLRZCOY,AAZTVHXHLRZCOY,1,1,spectraverse
AAZTWZCBPDEUNH,AAZTWZCBPDEUNH,1,8,pluskal_ms2
AAZUPUMSOJYUAV,AAZUPUMSOJYUAV,1,8,enveda-180
AAZVMVOMSNCICC,AAZVMVOMSNCICC,1,3,enveda-180
AAZYIICRYAWGDN,AAZYIICRYAWGDN,1,3,enveda-180
AAZZWGBKAUAYHU,AAZZWGBKAUAYHU,1,5,enveda-180
ABABSVSDNOCUPQ,ABABSVSDNOCUPQ,1,8,enveda-180
ABACVOXFUHDKNZ,ABACVOXFUHDKNZ,2,11,pluskal_ms2;gnps
ABAGFNVHIGSWNB,ABAGFNVHIGSWNB,1,4,enveda-180
ABAGRPMNOSIQJW,ABAGRPMNOSIQJW,1,5,gnps
ABAJATVIYFGMAK,ABAJATVIYFGMAK,1,3,enveda-180
ABAKOAISXHMGGJ,ABAKOAISXHMGGJ,1,8,enveda-180
ABALGCGSAUWIRD,ABALGCGSAUWIRD,3,3,gnps;mona;riken
ABALMFKGESAKAW,ABALMFKGESAKAW,1,8,enveda-180
ABAMWJCZCDGBRQ,ABAMWJCZCDGBRQ,1,12,enveda-180
ABANKJCJOQEMJY,ABANKJCJOQEMJY,1,4,enveda-180
ABAOVZSDPNRFSH,ABAOVZSDPNRFSH,1,8,pluskal_ms2
ABAPKHZBFOLIAK,ABAPKHZBFOLIAK,1,5,enveda-180
ABAQKFFSWRNBAB,ABAQKFFSWRNBAB,1,5,pluskal_ms2
ABAUGQWWXCDBCM,ABAUGQWWXCDBCM,1,8,enveda-180
ABAUQTFGZFERHJ,ABAUQTFGZFERHJ,1,2,pluskal_ms2
ABAUXFFOQYNHPS,ABAUXFFOQYNHPS,1,5,gnps
ABAVYZYHURYDDE,ABAVYZYHURYDDE,1,7,enveda-180
ABAWQKPDKUSIBA,ABAWQKPDKUSIBA,1,21,enveda-180
ABAYPBNJVATNDZ,ABAYPBNJVATNDZ,1,1,gnps
ABBAAUVWZONDMO,ABBAAUVWZONDMO,1,8,pluskal_ms2
ABBABCXRCFBNNA,ABBABCXRCFBNNA,1,3,gnps
ABBADGFSRBWENF,ABBADGFSRBWENF,1,5,pluskal_ms2
ABBASJBPLRZJNW,ABBASJBPLRZJNW,1,2,enveda-180
ABBBSVBSOGFYSQ,ABBBSVBSOGFYSQ,1,4,enveda-180
ABBBTFVFKSVMLZ,ABBBTFVFKSVMLZ,1,6,enveda-180
ABBCTJZJGYBYMK,ABBCTJZJGYBYMK,1,3,enveda-180
ABBFIWJDNOWKLQ,ABBFIWJDNOWKLQ,1,4,enveda-180
ABBGFMFDEJDJLW,ABBGFMFDEJDJLW,1,8,enveda-180
ABBGOPZAIMSFKU,ABBGOPZAIMSFKU,1,8,enveda-180
ABBKOIZWGCVCKE,ABBKOIZWGCVCKE,3,41,massbank;riken;mona
ABBLWWLSRDTWIC,ABBLWWLSRDTWIC,1,4,enveda-180
ABBNNVJXMWBWKY,ABBNNVJXMWBWKY,1,4,enveda-180
ABBPFXQJIWUCKF,ABBPFXQJIWUCKF,3,6,mona;msdial;riken
ABBRLFDJAIBSEW,ABBRLFDJAIBSEW,1,3,enveda-180
ABBRQEIVBPGBHH,ABBRQEIVBPGBHH,1,5,pluskal_ms2
ABCAFAIQGWRGLF,ABCAFAIQGWRGLF,1,7,enveda-180
ABCDJNKWRDCUNG,ABCDJNKWRDCUNG,1,6,enveda-180
ABCGVRYRJFTVKW,ABCGVRYRJFTVKW,1,8,gnps
ABCIOWOFIHPBDY,ABCIOWOFIHPBDY,1,6,enveda-180
ABCKHSBZDRIPDD,ABCKHSBZDRIPDD,1,1,gnps
ABCLDHGRVRRQTH,ABCLDHGRVRRQTH,1,13,pluskal_ms2
ABCPCPINTGEBNJ,ABCPCPINTGEBNJ,1,2,gnps
ABCQZMQEKXPIFP,ABCQZMQEKXPIFP,1,13,pluskal_ms2
ABCRIPOYIKRMOE,ABCRIPOYIKRMOE,1,4,enveda-180
ABCUQPUBNFWBIP,ABCUQPUBNFWBIP,1,6,enveda-180
ABCVXCLRVNSKHK,ABCVXCLRVNSKHK,1,5,enveda-180
ABCWEWNWAYDITM,ABCWEWNWAYDITM,1,18,pluskal_ms2
ABCWXUKTYSRVBP,ABCWXUKTYSRVBP,1,8,enveda-180
ABCXQCAWWYVXCL,ABCXQCAWWYVXCL,1,3,enveda-180
ABCYOGXPACPYJG,ABCYOGXPACPYJG,1,5,enveda-180
ABDASJOANRXTKN,ABDASJOANRXTKN,1,3,enveda-180
ABDBGEHAUCOOPP,ABDBGEHAUCOOPP,1,7,gnps
ABDDJPWKQGIIHB,ABDDJPWKQGIIHB,1,1,spectraverse
ABDDQTDRAHXHOC,ABDDQTDRAHXHOC,2,23,gnps;pluskal_ms2
ABDHBJZQNPJGTI,ABDHBJZQNPJGTI,1,2,spectraverse
ABDITLNKEXYCCK,ABDITLNKEXYCCK,1,3,enveda-180
ABDMBNAKYBUEEX,ABDMBNAKYBUEEX,1,16,massbank
ABDOAFWYAIRLHR,ABDOAFWYAIRLHR,1,8,enveda-180
ABDPKGBAEMLQFG,ABDPKGBAEMLQFG,1,4,enveda-180
ABDQMBBLWJNPEZ,ABDQMBBLWJNPEZ,1,11,enveda-180
ABDRZHVLIRZFQO,ABDRZHVLIRZFQO,1,5,pluskal_ms2
ABDUMOGUZDZDJP,ABDUMOGUZDZDJP,1,2,enveda-180
ABDUPQBHNFZJHM,ABDUPQBHNFZJHM,1,4,enveda-180
ABDUZXZFZZSITK,ABDUZXZFZZSITK,1,4,enveda-180
ABDZGGVFJYHTBS,ABDZGGVFJYHTBS,1,81,riken
ABDZLJFQOHDDES,ABDZLJFQOHDDES,1,4,enveda-180
ABDZVYMUOUCPPH,ABDZVYMUOUCPPH,1,1,spectraverse
ABEASKLJNCROIZ,ABEASKLJNCROIZ,1,1,gnps
ABEBRXHVBGVMII,ABEBRXHVBGVMII,1,8,pluskal_ms2
ABEDOIKKMCTMAI,ABEDOIKKMCTMAI,1,9,enveda-180
ABEIEZAWAYQZMT,ABEIEZAWAYQZMT,1,7,enveda-180
ABEJRYRFUIEFKD,ABEJRYRFUIEFKD,1,4,enveda-180
ABENPAILMZUZDF,ABENPAILMZUZDF,1,25,spectraverse
ABENSIWCBBCHIQ,ABENSIWCBBCHIQ,1,8,enveda-180
ABEOZDBDXHFRPF,ABEOZDBDXHFRPF,1,7,pluskal_ms2
ABEPLDYBWOKMCT,ABEPLDYBWOKMCT,1,119,riken
ABEPPQVTAHYRDO,ABEPPQVTAHYRDO,1,2,gnps
ABERUOJGWHYBJL,ABERUOJGWHYBJL,1,2,gnps
ABEYLSMNGQECSN,ABEYLSMNGQECSN,1,3,enveda-180
ABFBGOFHIKUFBY,ABFBGOFHIKUFBY,1,3,enveda-180
ABFCFCPCGMHSRX,ABFCFCPCGMHSRX,4,48,massbank;pluskal_ms2;msdial;riken
ABFCOJLLBHXNOU,ABFCOJLLBHXNOU,1,1,gnps
ABFIKWDFDSRLKA,ABFIKWDFDSRLKA,1,11,enveda-180
ABFIXUINMJTVFA,ABFIXUINMJTVFA,1,4,enveda-180
ABFJCIAZSQLXLL,ABFJCIAZSQLXLL,1,6,enveda-180
ABFJFWWDHJOZOY,ABFJFWWDHJOZOY,1,5,enveda-180
ABFJWOVNUAPPBB,ABFJWOVNUAPPBB,1,5,enveda-180
ABFJWRKPWCFTQP,ABFJWRKPWCFTQP,1,10,spectraverse
ABFLHJPNXNLPNP,ABFLHJPNXNLPNP,1,8,enveda-180
ABFLQNFYUZSMJY,ABFLQNFYUZSMJY,1,1,gnps
ABFLXZVYEZUBTD,ABFLXZVYEZUBTD,1,1,gnps
ABFOPOJVAYKCAS,ABFOPOJVAYKCAS,1,11,enveda-180
ABFQDYPPGDJWPW,ABFQDYPPGDJWPW,1,2,gnps
ABFRLVARQVLKFP,ABFRLVARQVLKFP,1,5,enveda-180
ABFVFIZSXKRBRL,ABFVFIZSXKRBRL,1,5,pluskal_ms2
ABFXFTDMBLUKQA,ABFXFTDMBLUKQA,1,4,enveda-180
ABFYAZZRMXYANT,ABFYAZZRMXYANT,1,8,enveda-180
ABGBXESZQPFIRR,ABGBXESZQPFIRR,1,8,enveda-180
ABGFUUULTPUKKU,ABGFUUULTPUKKU,1,4,enveda-180
ABGIIXRNMHUKII,ABGIIXRNMHUKII,1,2,gnps
ABGKUYGVKRUCGH,ABGKUYGVKRUCGH,1,3,enveda-180
ABGLJLAGXJOAPH,ABGLJLAGXJOAPH,1,1,msdial
ABGLMHPLWOWSIG,ABGLMHPLWOWSIG,1,1,gnps
ABGMYCLEPYZXEU,ABGMYCLEPYZXEU,1,6,enveda-180
ABGOSOMRWSYAOB,ABGOSOMRWSYAOB,2,19,pluskal_ms2;gnps
ABGPUQXRCXUIFE,ABGPUQXRCXUIFE,1,5,pluskal_ms2
ABGSYLWYOPNIEO,ABGSYLWYOPNIEO,1,2,enveda-180
ABGYPNGZQUTBTH,ABGYPNGZQUTBTH,2,28,pluskal_ms2;enveda-180
ABGYTQXQAUNESE,ABGYTQXQAUNESE,1,4,enveda-180
ABGZKYLUNKBOCQ,ABGZKYLUNKBOCQ,1,8,pluskal_ms2
ABGZLUPZDXEGLQ,ABGZLUPZDXEGLQ,1,16,gnps
ABGZVGOGSRWAQZ,ABGZVGOGSRWAQZ,1,5,enveda-180
ABGZVGUMCBXCTK,ABGZVGUMCBXCTK,1,6,enveda-180
ABHBPHQGBFVIJA,ABHBPHQGBFVIJA,1,7,enveda-180
ABHCREPRDAVZIH,ABHCREPRDAVZIH,1,3,enveda-180
ABHHIGWFFMCQOC,ABHHIGWFFMCQOC,5,107,riken;mona;msdial;pluskal_ms2;gnps
ABHJMSSXFWMJTH,ABHJMSSXFWMJTH,1,4,enveda-180
ABHKWZGLOHQANM,ABHKWZGLOHQANM,1,4,enveda-180
ABHLTJUGRXWJHF,ABHLTJUGRXWJHF,1,7,enveda-180
ABHPWDORHHCHDL,ABHPWDORHHCHDL,1,7,pluskal_ms2
ABHSTJRFIMIPSW,ABHSTJRFIMIPSW,1,5,pluskal_ms2
ABHTVVZKOLCZCZ,ABHTVVZKOLCZCZ,1,4,enveda-180
ABHXCWCGRGCXJD,ABHXCWCGRGCXJD,1,4,enveda-180
ABIARGXVRXMNPA,ABIARGXVRXMNPA,1,5,enveda-180
ABIIIZIMQKUVNK,ABIIIZIMQKUVNK,1,7,enveda-180
ABIIVYZPHUTRHZ,ABIIVYZPHUTRHZ,1,18,enveda-180
ABIKPBIQESEOKF,ABIKPBIQESEOKF,1,4,enveda-180
ABISVJYFBIDTTL,ABISVJYFBIDTTL,1,8,enveda-180
ABIUYYHGXMFYBQ,ABIUYYHGXMFYBQ,1,7,enveda-180
ABIYSXORVPFTRC,ABIYSXORVPFTRC,1,3,enveda-180
ABJCVHSLROQGJD,ABJCVHSLROQGJD,1,4,enveda-180
ABJDVONKXQBOPX,ABJDVONKXQBOPX,1,8,enveda-180
ABJGOBOHSZNXOZ,ABJGOBOHSZNXOZ,1,11,enveda-180
ABJGQAQOPQPVOR,ABJGQAQOPQPVOR,1,8,enveda-180
ABJKBOUXYQQKHF,ABJKBOUXYQQKHF,1,8,enveda-180
ABJKWBDEJIDSJZ,ABJKWBDEJIDSJZ,5,26,pluskal_ms2;gnps;massbank;mona;riken
ABJOCPBDVGJFLG,ABJOCPBDVGJFLG,4,70,riken;mona;gnps;msdial
ABJQDMUAKRITER,ABJQDMUAKRITER,1,3,enveda-180
ABJQEBHVQGLYPG,ABJQEBHVQGLYPG,1,6,enveda-180
ABJQRHCJBDSDIL,ABJQRHCJBDSDIL,1,7,enveda-180
ABJRNDLHFFRZPR,ABJRNDLHFFRZPR,1,10,enveda-180
ABJVQMQZVOYUMQ,ABJVQMQZVOYUMQ,1,5,pluskal_ms2
ABKBDMPNGBOCLQ,ABKBDMPNGBOCLQ,1,15,pluskal_ms2
ABKCFISXPHPMMD,ABKCFISXPHPMMD,1,8,pluskal_ms2
ABKCKTZJSCRJQJ,ABKCKTZJSCRJQJ,3,29,enveda-180;pluskal_ms2;gnps
ABKDUTHHACBTLC,ABKDUTHHACBTLC,1,3,enveda-180
ABKFCNYKTJMRCO,ABKFCNYKTJMRCO,1,7,enveda-180
ABKGDSFSFZQWJG,ABKGDSFSFZQWJG,1,2,gnps
ABKJCDILEUEJSH,ABKJCDILEUEJSH,2,22,pluskal_ms2;gnps
ABKJYVMVNSXXRU,ABKJYVMVNSXXRU,1,3,enveda-180
ABKPYSMISIXWNL,ABKPYSMISIXWNL,1,4,enveda-180
ABKSYUFUJARJIT,ABKSYUFUJARJIT,1,8,enveda-180
ABKVKKWQGCYJSA,ABKVKKWQGCYJSA,1,3,enveda-180
ABKVPUQUVMSECS,ABKVPUQUVMSECS,1,4,enveda-180
ABKWKBDTVXRGBT,ABKWKBDTVXRGBT,1,8,enveda-180
ABLACSIRCKEUOB,NNXWMWGIQHVLGW,3,8,riken;mona;msdial
ABLAJCCFFAFLJQ,ABLAJCCFFAFLJQ,1,3,enveda-180
ABLBQYAYENPUPS,ABLBQYAYENPUPS,1,3,gnps
ABLGZGHWXQSVMZ,ABLGZGHWXQSVMZ,1,5,enveda-180
ABLITCQTFDMCEE,ABLITCQTFDMCEE,1,3,enveda-180
ABLJFEYLMBZSJT,ABLJFEYLMBZSJT,1,4,enveda-180
ABLLNOZNQUBCSB,ABLLNOZNQUBCSB,1,10,enveda-180
ABLMAVDEGLIKGN,ABLMAVDEGLIKGN,1,2,gnps
ABLMUCSYDQOWAQ,ABLMUCSYDQOWAQ,1,7,enveda-180
ABLOJQGCNLNCFS,ABLOJQGCNLNCFS,1,10,gnps
ABLPGNNLFMZLLG,ABLPGNNLFMZLLG,1,10,enveda-180
ABLQPSROEVBQNV,ABLQPSROEVBQNV,1,7,enveda-180
ABLSDRFLBJHAHS,ABLSDRFLBJHAHS,1,8,enveda-180
ABLSIZMYVNDXCM,ABLSIZMYVNDXCM,1,7,enveda-180
ABLSZSHHESOXTB,ABLSZSHHESOXTB,1,5,enveda-180
ABLURKSBHGUHFV,ABLURKSBHGUHFV,1,7,enveda-180
ABLXFIQNRYOHNT,ABLXFIQNRYOHNT,1,8,enveda-180
ABLZVEHJAZTQOL,ABLZVEHJAZTQOL,1,2,enveda-180
ABMAUKFIVHZBGU,ABMAUKFIVHZBGU,1,8,pluskal_ms2
ABMDMEKFZRTILY,ABMDMEKFZRTILY,1,11,enveda-180
ABMDNDQYTGFELT,ABMDNDQYTGFELT,1,8,enveda-180
ABMDRUJBZQOQQS,ABMDRUJBZQOQQS,1,5,spectraverse
ABMHJHWGVITYBE,ABMHJHWGVITYBE,1,12,enveda-180
ABMKGIWJRHEDTO,ABMKGIWJRHEDTO,1,4,enveda-180
ABMKNFUHIVUAPU,ABMKNFUHIVUAPU,1,1,gnps
ABMLKKCDLVXVDG,ABMLKKCDLVXVDG,1,12,pluskal_ms2
ABMMVTDFCZOPKL,ABMMVTDFCZOPKL,1,8,enveda-180
ABMOBHDJIUJCNP,ABMOBHDJIUJCNP,1,2,gnps
ABMQEVXQGNCXPL,ABMQEVXQGNCXPL,1,7,enveda-180
ABMSJKVRCZYROZ,ABMSJKVRCZYROZ,1,2,enveda-180
ABMTUMFKIGRNES,ABMTUMFKIGRNES,1,4,enveda-180
ABMUNUSXKYUURV,ABMUNUSXKYUURV,1,8,pluskal_ms2
ABMZSNRXQRQCQT,ABMZSNRXQRQCQT,2,28,pluskal_ms2;enveda-180
ABNAGKVTXCSXIN,ABNAGKVTXCSXIN,1,14,enveda-180
ABNFMPDSVBYWNU,ABNFMPDSVBYWNU,1,4,enveda-180
ABNIDCXKNWWRAL,ABNIDCXKNWWRAL,1,17,pluskal_ms2
ABNKHLJAVYVWBF,ABNKHLJAVYVWBF,1,8,gnps
ABNMCPOFPANYTG,ABNMCPOFPANYTG,1,3,enveda-180
ABNMVYYBOAAMMX,ABNMVYYBOAAMMX,1,3,enveda-180
ABNNGUIGMAZWRS,ABNNGUIGMAZWRS,1,7,enveda-180
ABNNHYCCNQDLRM,ABNNHYCCNQDLRM,1,3,enveda-180
ABNPUWMGIRYHKX,ABNPUWMGIRYHKX,1,1,gnps
ABNUFXPWQKUCLE,ABNUFXPWQKUCLE,1,10,enveda-180
ABNUIFCAPXTGOU,ABNUIFCAPXTGOU,1,6,pluskal_ms2
ABNUOTJZDQDNBK,ABNUOTJZDQDNBK,1,8,pluskal_ms2
ABNVHVKLRCQXOW,MCZFFNCUELCXNJ,1,8,enveda-180
ABNXKGFLZFSILK,ABNXKGFLZFSILK,1,6,gnps
ABOARJDRGAPSML,ABOARJDRGAPSML,1,10,enveda-180
ABOASTRILQLWDK,ABOASTRILQLWDK,1,3,gnps
ABODJXDKPIPVLI,ABODJXDKPIPVLI,1,10,enveda-180
ABOJUMOHOUTFOR,ABOJUMOHOUTFOR,1,8,pluskal_ms2
ABOLXXZAJIAUGR,ABOLXXZAJIAUGR,1,1,gnps
ABOOGLOUDBWGRI,ABOOGLOUDBWGRI,1,3,enveda-180
ABOOPXYCKNFDNJ,ABOOPXYCKNFDNJ,1,7,gnps
ABOPFTMRWVBHGJ,ABOPFTMRWVBHGJ,1,5,pluskal_ms2
ABOPTWOWDLNBOE,ABOPTWOWDLNBOE,3,20,pluskal_ms2;riken;mona
ABORWESIKJVKBN,ABORWESIKJVKBN,5,77,gnps;riken;mona;pluskal_ms2;msdial
ABOVRDBEJDIBMZ,ABOVRDBEJDIBMZ,2,2,massbank;riken
ABOXPKXXIREGIG,ABOXPKXXIREGIG,1,3,gnps
ABOXYFDYCPPHRR,ABOXYFDYCPPHRR,1,4,enveda-180
ABOZEBBRDMXUOR,ABOZEBBRDMXUOR,1,12,enveda-180
ABPAPWMPYGMXOU,ABPAPWMPYGMXOU,1,7,enveda-180
ABPBSIJYVWCORM,ABPBSIJYVWCORM,1,8,enveda-180
ABPDEYSUVLXYCB,ABPDEYSUVLXYCB,1,1,massbank
ABPDVOYNVGUOCL,ABPDVOYNVGUOCL,1,8,enveda-180
ABPGBYSDXCJZQB,ABPGBYSDXCJZQB,1,13,enveda-180
ABPHUCGMJHSUJH,ABPHUCGMJHSUJH,1,10,enveda-180
ABPNLBQVBZOYRQ,ABPNLBQVBZOYRQ,1,5,enveda-180
ABPPELKZZIRQEI,ABPPELKZZIRQEI,1,1,gnps
ABPRAVJDMXBCSR,ABPRAVJDMXBCSR,1,6,pluskal_ms2
ABPRGXCPZWHTDL,ABPRGXCPZWHTDL,1,8,enveda-180
ABPSAVRNHLBZBO,ABPSAVRNHLBZBO,1,2,enveda-180
ABPUFBKBHAVQEM,ABPUFBKBHAVQEM,1,12,enveda-180
ABPVTXPOTXDFEB,ABPVTXPOTXDFEB,1,11,enveda-180
ABPWFYLROQRCDC,ABPWFYLROQRCDC,1,4,enveda-180
ABPWSXFXKYBWIZ,ABPWSXFXKYBWIZ,1,2,enveda-180
ABPWZYYILKUEHB,ABPWZYYILKUEHB,1,7,enveda-180
ABPXRKJEYBQLHV,ABPXRKJEYBQLHV,1,6,enveda-180
ABPZGPXYDKINAU,ABPZGPXYDKINAU,1,8,pluskal_ms2
ABQAPAZOJOYOOP,ABQAPAZOJOYOOP,1,1,spectraverse
ABQCNYSIQORKQI,ABQCNYSIQORKQI,1,6,enveda-180
ABQDALSHKQRLLI,ABQDALSHKQRLLI,1,8,enveda-180
ABQFNZLWSTVXIY,ABQFNZLWSTVXIY,1,4,enveda-180
ABQGVIRKMVXQDX,ABQGVIRKMVXQDX,1,3,enveda-180
ABQHJDBRAIJFJS,ABQHJDBRAIJFJS,1,8,enveda-180
ABQHUCJIOXOGTD,ABQHUCJIOXOGTD,1,4,enveda-180
ABQIKAPOGWDUBF,ABQIKAPOGWDUBF,1,3,enveda-180
ABQKMDIJZMNCPO,ABQKMDIJZMNCPO,1,5,pluskal_ms2
ABQMNOGUOIZIBX,ABQMNOGUOIZIBX,1,5,enveda-180
ABQNMOMAPSGPLD,ABQNMOMAPSGPLD,1,6,enveda-180
ABQPUKFFJVLSIX,ABQPUKFFJVLSIX,1,5,pluskal_ms2
ABQRMFDTTJYKIF,ABQRMFDTTJYKIF,1,1,spectraverse
ABQSJXKWPRXANR,ABQSJXKWPRXANR,1,6,enveda-180
ABQVMWVRDPKMPK,ABQVMWVRDPKMPK,1,10,enveda-180
ABQVZHMCPFXYOF,ABQVZHMCPFXYOF,1,4,enveda-180
ABQWIIRCXOTVSN,ABQWIIRCXOTVSN,1,4,enveda-180
