inchikey14,metric_ik14,heavy_atom_comp,tautomer_shifted
AAUBFFDOYYPQLZ,AAUBFFDOYYPQLZ,C18Cl1N2O4,False
AAUBYXKHSVOYMY,AAUBYXKHSVOYMY,C17N3O2,False
AAUCEBHPFATCFT,AAUCEBHPFATCFT,C15N3O2S1,False
AAUFQHGHYATHAP,AAUFQHGHYATHAP,C15Cl1F1N4O1S1,False
AAUIACSLFPGISU,AAUIACSLFPGISU,C22N2O5S1,False
AAUIRUJYRRFMCZ,AAUIRUJYRRFMCZ,C16N2O3,False
AAUJRQDHWFPXJX,AAUJRQDHWFPXJX,C20N3,False
AAUJWRUYPPFAJE,AAUJWRUYPPFAJE,Br1C14N4O1S1,False
AAUKJRDCNMCNTD,AAUKJRDCNMCNTD,C20N5O1,False
AAUMFHIRKKPVJQ,AAUMFHIRKKPVJQ,C18Cl1N2O3S1,False
AAUMUBUAZHIYTM,AAUMUBUAZHIYTM,C14F1N5O1,False
AAUNZZGDGVEEQR,AAUNZZGDGVEEQR,C17N4O1S1,False
AAUQDUXGJIUYRA,AAUQDUXGJIUYRA,C16N5O2,False
AAUQHXZZSVAPDF,AAUQHXZZSVAPDF,C19N4O2,False
AAUQLHHARJUJEH,AAUQLHHARJUJEH,C8O4,False
AAURKEVMIKBZCV,AAURKEVMIKBZCV,C14N3O2,False
AAURMAFZOQJORN,AAURMAFZOQJORN,C13F1N4O1,False
AAUZCPZJUNSLNN,AAUZCPZJUNSLNN,C21F1N3O3,False
AAUZERHXQPHNTK,AAUZERHXQPHNTK,C15N1O5,False
AAVAHMVPQMGAKU,AAVAHMVPQMGAKU,C17N5O1,False
AAVDSKDSFVJTMN,AAVDSKDSFVJTMN,C12N4O1S1,False
AAVGUFQYDCVGLS,AAVGUFQYDCVGLS,C17F1N3O2,False
AAVHKLUVZPZDGC,AAVHKLUVZPZDGC,C19N7,False
AAVIEZZEYUDVOR,AAVIEZZEYUDVOR,Br1C17N4O2,False
AAVITBBBERPUIN,AAVITBBBERPUIN,C13N4O2,False
AAVJCQHHXWFJCY,AAVJCQHHXWFJCY,C15F2N2O4,False
AAVJDFZGPSOESJ,AAVJDFZGPSOESJ,C16N4O2,False
AAVLSXWKLJIXQU,AAVLSXWKLJIXQU,C15F1N3O2S1,False
AAVLZVTZNNAASM,AAVLZVTZNNAASM,C16N4O3,False
AAVMBOCOPNUURH,AAVMBOCOPNUURH,C19N5O1,False
AAVMGRPGPSSZBQ,AAVMGRPGPSSZBQ,C18N1O7,False
AAVMWDVOCKURNQ,AAVMWDVOCKURNQ,C18N3O4S1,False
AAVUXGIODVWIJE,AAVUXGIODVWIJE,C15F3N5O1,False
AAVWSSGNPAEIFS,AAVWSSGNPAEIFS,C18N3O3,False
AAVYIKIZGPTVFN,AAVYIKIZGPTVFN,C11N2O3,False
AAWBKQDWDCGUQM,AAWBKQDWDCGUQM,C12N1O5,False
AAWFVGLOBNZTEO,AAWFVGLOBNZTEO,C21F1N3O1,False
AAWGVNDUWMLYBM,AAWGVNDUWMLYBM,C19N4O2,False
AAWPBDCYYPVZMP,AAWPBDCYYPVZMP,C19N4O1,False
AAWPKJNZGKMUQT,AAWPKJNZGKMUQT,C16N5O2,False
AAWPYOUKYVYTOC,AAWPYOUKYVYTOC,Br1C15N1O5S1,False
AAWZDTNXLSGCEK,AAWZDTNXLSGCEK,C7O6,False
AAWZNFUYWWCSMC,AAWZNFUYWWCSMC,C21F1N2O3,False
AAXCQWCZXLOREK,AAXCQWCZXLOREK,C14Cl1N3O2S1,False
AAXDDRBTSBSOFE,AAXDDRBTSBSOFE,C20N3O2,False
AAXFIPYNTJATES,AAXFIPYNTJATES,C19N4O2,False
AAXFMUCWWBWMPM,AAXFMUCWWBWMPM,C16F3N6O1,False
AAXHLWMDTNCBRC,AAXHLWMDTNCBRC,C17N2O2S1,False
AAXHZFXQDIBKIS,AAXHZFXQDIBKIS,C13N4O4,False
AAXKJUFIENLHIL,AAXKJUFIENLHIL,C21N3O2,False
AAXKWZCITXNJME,AAXKWZCITXNJME,C20Cl1N5O1,False
AAXLAYRTDTXCGB,AAXLAYRTDTXCGB,C17N2O2,False
AAXLIFNDULXQAS,AAXLIFNDULXQAS,C20N1O3S1,False
AAXMAXPYDWMTEN,AAXMAXPYDWMTEN,C17N2O3S1,False
AAXRHGMEDOIXIE,AAXRHGMEDOIXIE,C27N4O6,False
AAXSISKHQNPNNR,AAXSISKHQNPNNR,C24N4O3,False
AAXTWXPBTLQQRB,AAXTWXPBTLQQRB,C16N4O1,False
AAXVEMMRQDVLJB,AAXVEMMRQDVLJB,C21F1O5,False
AAXWFGZKKRHNTJ,AAXWFGZKKRHNTJ,C19N7O2,False
AAXZEEBJBLHJOA,AAXZEEBJBLHJOA,C18N7O1,False
AAXZLDGQBXSOJS,AAXZLDGQBXSOJS,C20N2O5,False
AAXZLNPAYLSYOF,AAXZLNPAYLSYOF,C19F1N3O2,False
AAYAOQAMBVVHLU,AAYAOQAMBVVHLU,C17N5O2,False
AAYBDCLTOFXHQM,AAYBDCLTOFXHQM,C14N1O3,False
AAYBONXFXJNZJR,AAYBONXFXJNZJR,C25N2O5,False
AAYDIZJYJJLUSD,AAYDIZJYJJLUSD,C25N2O3,False
AAYDZMMROHVEDZ,AAYDZMMROHVEDZ,C15N1O2S1,False
AAYLOWNGAVZYIJ,AAYLOWNGAVZYIJ,C12F3N4O2,False
AAYNRRFLTZGQPC,AAYNRRFLTZGQPC,C17N1O4,False
AAYOXXRTLLISDA,AAYOXXRTLLISDA,C48N1O8P1,False
AAYYFZIKKOGURD,AAYYFZIKKOGURD,C20F3N3O2S2,False
AAYZLUAMQPDGBQ,AAYZLUAMQPDGBQ,C20N6,False
AAZAISAKIQHWME,AAZAISAKIQHWME,C19N3O3S1,False
AAZCMGYBBROTDK,AAZCMGYBBROTDK,C47O10,False
AAZDMRBCDWQHLI,AAZDMRBCDWQHLI,C16N2O5S1,False
AAZHIENEOPINBT,AAZHIENEOPINBT,C17N1O4S1,False
AAZHLGCMBFXKMT,AAZHLGCMBFXKMT,C14N5O3,False
AAZJNMFSJMSSCU,AAZJNMFSJMSSCU,C22F1N4O2,False
AAZKSBHBMPNGIS,AAZKSBHBMPNGIS,C15F3N2O3S1,False
AAZLGDUPIYYEFI,AAZLGDUPIYYEFI,C14N4O2,False
AAZOUMYVCNRDMB,AAZOUMYVCNRDMB,C26N2O5S2,False
AAZPIBMSDTVRQB,AAZPIBMSDTVRQB,C13N3O2,False
AAZPNELBAGNINY,AAZPNELBAGNINY,C18N2O2,False
AAZPZTUHGPEHOI,AAZPZTUHGPEHOI,C14N5O1,False
AAZTVHXHLRZCOY,AAZTVHXHLRZCOY,C49N2O6P1,False
AAZTWZCBPDEUNH,AAZTWZCBPDEUNH,C19N3O2,False
AAZUPUMSOJYUAV,AAZUPUMSOJYUAV,C16N2O2S1,False
AAZVMVOMSNCICC,AAZVMVOMSNCICC,C18F2N3O2,False
AAZYIICRYAWGDN,AAZYIICRYAWGDN,C17N3O2,False
AAZZWGBKAUAYHU,AAZZWGBKAUAYHU,C17N4O3,False
ABABSVSDNOCUPQ,ABABSVSDNOCUPQ,C20N3O3,False
ABACVOXFUHDKNZ,ABACVOXFUHDKNZ,C20Cl1N2O3S1,False
ABAGFNVHIGSWNB,ABAGFNVHIGSWNB,C16N2O4,False
ABAGRPMNOSIQJW,ABAGRPMNOSIQJW,C17N1O3,False
ABAJATVIYFGMAK,ABAJATVIYFGMAK,C19N5O1,False
ABAKOAISXHMGGJ,ABAKOAISXHMGGJ,C16N2O3,False
ABALGCGSAUWIRD,ABALGCGSAUWIRD,C21N2O4,False
ABALMFKGESAKAW,ABALMFKGESAKAW,C16N4O2,False
ABAMWJCZCDGBRQ,ABAMWJCZCDGBRQ,C15N3O2S1,False
ABANKJCJOQEMJY,ABANKJCJOQEMJY,C18N3O3,False
ABAOVZSDPNRFSH,ABAOVZSDPNRFSH,C18N7,False
ABAPKHZBFOLIAK,ABAPKHZBFOLIAK,C18N7O1,False
ABAQKFFSWRNBAB,ABAQKFFSWRNBAB,C17Cl1N4O1,False
ABAUGQWWXCDBCM,ABAUGQWWXCDBCM,C19N4O2,False
ABAUQTFGZFERHJ,ABAUQTFGZFERHJ,C21F3N3O4,False
ABAUXFFOQYNHPS,ABAUXFFOQYNHPS,C27O6,False
ABAVYZYHURYDDE,ABAVYZYHURYDDE,C17N3O2S1,False
ABAWQKPDKUSIBA,ABAWQKPDKUSIBA,C19N2O4S1,False
ABAYPBNJVATNDZ,ABAYPBNJVATNDZ,C18N1O1,False
ABBAAUVWZONDMO,ABBAAUVWZONDMO,C19Cl1N1O1,False
ABBABCXRCFBNNA,ABBABCXRCFBNNA,C13N1O2S1,False
ABBADGFSRBWENF,ABBADGFSRBWENF,Br1C14N2O1,False
ABBASJBPLRZJNW,ABBASJBPLRZJNW,Br1C17N2O2,False
ABBBSVBSOGFYSQ,ABBBSVBSOGFYSQ,C15N4O3,False
ABBBTFVFKSVMLZ,ABBBTFVFKSVMLZ,C18N1O3S1,False
ABBCTJZJGYBYMK,ABBCTJZJGYBYMK,Br1C14N2O3,False
ABBFIWJDNOWKLQ,ABBFIWJDNOWKLQ,C15Cl1N1O3S1,False
ABBGFMFDEJDJLW,ABBGFMFDEJDJLW,C18N6O1,False
ABBGOPZAIMSFKU,ABBGOPZAIMSFKU,C15N3O2S1,False
ABBKOIZWGCVCKE,ABBKOIZWGCVCKE,C10N2O1,False
ABBLWWLSRDTWIC,ABBLWWLSRDTWIC,C15Cl2N2O3S1,False
ABBNNVJXMWBWKY,ABBNNVJXMWBWKY,C18N6O1,False
ABBPFXQJIWUCKF,ABBPFXQJIWUCKF,C25Cl1N1O5,False
ABBRLFDJAIBSEW,ABBRLFDJAIBSEW,C15N3O2S1,False
ABBRQEIVBPGBHH,ABBRQEIVBPGBHH,C19N4O2,False
ABCAFAIQGWRGLF,ABCAFAIQGWRGLF,C18N2O2,False
ABCDJNKWRDCUNG,ABCDJNKWRDCUNG,C19F2N1O3,False
ABCGVRYRJFTVKW,ABCGVRYRJFTVKW,C25N3O4,False
ABCIOWOFIHPBDY,ABCIOWOFIHPBDY,C15F4N5O1,False
ABCKHSBZDRIPDD,ABCKHSBZDRIPDD,C39O16,False
ABCLDHGRVRRQTH,ABCLDHGRVRRQTH,C11N2O3,False
ABCPCPINTGEBNJ,ABCPCPINTGEBNJ,C23O12,False
ABCQZMQEKXPIFP,ABCQZMQEKXPIFP,C16N4O2,False
ABCRIPOYIKRMOE,ABCRIPOYIKRMOE,C18N5O1S1,False
ABCUQPUBNFWBIP,ABCUQPUBNFWBIP,C18F2N3O1,False
ABCVXCLRVNSKHK,ABCVXCLRVNSKHK,C13F3N8,False
ABCWEWNWAYDITM,ABCWEWNWAYDITM,C9N3O2,False
ABCWXUKTYSRVBP,ABCWXUKTYSRVBP,C15N7O1S1,False
ABCXQCAWWYVXCL,ABCXQCAWWYVXCL,C12Cl1F1N3O3,False
ABCYOGXPACPYJG,ABCYOGXPACPYJG,C20N2O3,False
ABDASJOANRXTKN,ABDASJOANRXTKN,C16N3O2S1,False
ABDBGEHAUCOOPP,ABDBGEHAUCOOPP,C29O6,False
ABDDJPWKQGIIHB,ABDDJPWKQGIIHB,C46N1O4,False
ABDDQTDRAHXHOC,ABDDQTDRAHXHOC,C9N1O1S1,False
ABDHBJZQNPJGTI,ABDHBJZQNPJGTI,C26N3O10P1,False
ABDITLNKEXYCCK,ABDITLNKEXYCCK,C16Cl2F1N2O2S1,False
ABDMBNAKYBUEEX,ABDMBNAKYBUEEX,C11N1O3,False
ABDOAFWYAIRLHR,ABDOAFWYAIRLHR,C17N6O2S1,False
ABDPKGBAEMLQFG,ABDPKGBAEMLQFG,C21N4O2,False
ABDQMBBLWJNPEZ,ABDQMBBLWJNPEZ,C17N5O3,False
ABDRZHVLIRZFQO,ABDRZHVLIRZFQO,C10F3N1O2,False
ABDUMOGUZDZDJP,ABDUMOGUZDZDJP,C18N3O1,False
ABDUPQBHNFZJHM,ABDUPQBHNFZJHM,Br1C13N3O3,False
ABDUZXZFZZSITK,ABDUZXZFZZSITK,C21N6O2,False
ABDZGGVFJYHTBS,ABDZGGVFJYHTBS,C20N1,False
ABDZLJFQOHDDES,ABDZLJFQOHDDES,C17N4O1,False
ABDZVYMUOUCPPH,ABDZVYMUOUCPPH,C44N1O7P1,False
ABEASKLJNCROIZ,ABEASKLJNCROIZ,C19N1O4,False
ABEBRXHVBGVMII,ABEBRXHVBGVMII,C19N2O3,False
ABEDOIKKMCTMAI,ABEDOIKKMCTMAI,C21N3O3,False
ABEIEZAWAYQZMT,ABEIEZAWAYQZMT,C11N2O5S1,False
ABEJRYRFUIEFKD,ABEJRYRFUIEFKD,C18N5O2,False
ABENPAILMZUZDF,ABENPAILMZUZDF,C61O6,False
ABENSIWCBBCHIQ,ABENSIWCBBCHIQ,C22N3O3,False
ABEOZDBDXHFRPF,ABEOZDBDXHFRPF,C21N4O1,False
ABEPLDYBWOKMCT,ABEPLDYBWOKMCT,C38O19,False
ABEPPQVTAHYRDO,ABEPPQVTAHYRDO,C24N2O2,False
ABERUOJGWHYBJL,ABERUOJGWHYBJL,C12F1N1O1,False
ABEYLSMNGQECSN,ABEYLSMNGQECSN,C15N7,False
ABFBGOFHIKUFBY,ABFBGOFHIKUFBY,C15N2O4,False
ABFCFCPCGMHSRX,ABFCFCPCGMHSRX,C8F11O2,False
ABFCOJLLBHXNOU,ABFCOJLLBHXNOU,C8O2,False
ABFIKWDFDSRLKA,ABFIKWDFDSRLKA,C18F2N3O2,False
ABFIXUINMJTVFA,ABFIXUINMJTVFA,C17F1N3O1,False
ABFJCIAZSQLXLL,ABFJCIAZSQLXLL,C19N1O4,False
ABFJFWWDHJOZOY,ABFJFWWDHJOZOY,C10F3N3O2S1,False
ABFJWOVNUAPPBB,ABFJWOVNUAPPBB,C13Cl2N1O4S1,False
ABFJWRKPWCFTQP,ABFJWRKPWCFTQP,C57O6,False
ABFLHJPNXNLPNP,ABFLHJPNXNLPNP,C17Cl1N6O2,False
ABFLQNFYUZSMJY,ABFLQNFYUZSMJY,C23N2O5,False
ABFLXZVYEZUBTD,ABFLXZVYEZUBTD,C47O23,False
ABFOPOJVAYKCAS,ABFOPOJVAYKCAS,C17N2O3S1,False
ABFQDYPPGDJWPW,ABFQDYPPGDJWPW,C34O5,False
ABFRLVARQVLKFP,ABFRLVARQVLKFP,C13F2N4O3,False
ABFVFIZSXKRBRL,ABFVFIZSXKRBRL,C15O3,False
ABFXFTDMBLUKQA,ABFXFTDMBLUKQA,C17N7O1S1,False
ABFYAZZRMXYANT,ABFYAZZRMXYANT,C17F2N2O3,False
ABGBXESZQPFIRR,ABGBXESZQPFIRR,C19F1N3O2,False
ABGFUUULTPUKKU,ABGFUUULTPUKKU,C21N3O2,False
ABGIIXRNMHUKII,ABGIIXRNMHUKII,C15Cl1O1,False
ABGKUYGVKRUCGH,ABGKUYGVKRUCGH,C16N3O3,False
ABGLJLAGXJOAPH,ABGLJLAGXJOAPH,C101N26O49,False
ABGLMHPLWOWSIG,ABGLMHPLWOWSIG,C20N4O5,False
ABGMYCLEPYZXEU,ABGMYCLEPYZXEU,C14N4O1S1,False
ABGOSOMRWSYAOB,ABGOSOMRWSYAOB,C18Cl2N4,False
ABGPUQXRCXUIFE,ABGPUQXRCXUIFE,C19Cl2N5O1,False
ABGSYLWYOPNIEO,ABGSYLWYOPNIEO,C16N5O1,False
ABGYPNGZQUTBTH,ABGYPNGZQUTBTH,C16N4O3,False
ABGYTQXQAUNESE,ABGYTQXQAUNESE,C17F3N3O2S1,False
ABGZKYLUNKBOCQ,ABGZKYLUNKBOCQ,C15N6O1,False
ABGZLUPZDXEGLQ,ABGZLUPZDXEGLQ,C43O15,False
ABGZVGOGSRWAQZ,ABGZVGOGSRWAQZ,C17F2N1O4,False
ABGZVGUMCBXCTK,ABGZVGUMCBXCTK,C19F3N4O1,False
ABHBPHQGBFVIJA,ABHBPHQGBFVIJA,C15F3N2O2S2,False
ABHCREPRDAVZIH,ABHCREPRDAVZIH,C22N3O2,False
ABHHIGWFFMCQOC,ABHHIGWFFMCQOC,C27N6O8,False
ABHJMSSXFWMJTH,ABHJMSSXFWMJTH,C16N2O2,False
ABHKWZGLOHQANM,ABHKWZGLOHQANM,C15N2O3S1,False
ABHLTJUGRXWJHF,ABHLTJUGRXWJHF,C19F1N1O3,False
ABHPWDORHHCHDL,ABHPWDORHHCHDL,C22N6O2,False
ABHSTJRFIMIPSW,ABHSTJRFIMIPSW,C19N2O2,False
ABHTVVZKOLCZCZ,ABHTVVZKOLCZCZ,C13N2O2S1,False
ABHXCWCGRGCXJD,ABHXCWCGRGCXJD,C12N4O2S1,False
ABIARGXVRXMNPA,ABIARGXVRXMNPA,C19Cl1N5O2,False
ABIIIZIMQKUVNK,ABIIIZIMQKUVNK,C20N3O3,False
ABIIVYZPHUTRHZ,ABIIVYZPHUTRHZ,C16N2O5S1,False
ABIKPBIQESEOKF,ABIKPBIQESEOKF,C16N5O3,False
ABISVJYFBIDTTL,ABISVJYFBIDTTL,C16Cl1N5O2,False
ABIUYYHGXMFYBQ,ABIUYYHGXMFYBQ,C14N4O2S1,False
ABIYSXORVPFTRC,ABIYSXORVPFTRC,C16N3O4S1,False
ABJCVHSLROQGJD,ABJCVHSLROQGJD,C13N3O4S1,False
ABJDVONKXQBOPX,ABJDVONKXQBOPX,C19N4O2,False
ABJGOBOHSZNXOZ,ABJGOBOHSZNXOZ,C13N8O1,False
ABJGQAQOPQPVOR,ABJGQAQOPQPVOR,C16N2O2,False
ABJKBOUXYQQKHF,ABJKBOUXYQQKHF,C16N4O1,False
ABJKWBDEJIDSJZ,ABJKWBDEJIDSJZ,C23N1,False
ABJOCPBDVGJFLG,ABJOCPBDVGJFLG,C25O8,False
ABJQDMUAKRITER,ABJQDMUAKRITER,C22N5O2,False
ABJQEBHVQGLYPG,ABJQEBHVQGLYPG,C14N2O4S1,False
ABJQRHCJBDSDIL,ABJQRHCJBDSDIL,C13N2O3S2,False
ABJRNDLHFFRZPR,ABJRNDLHFFRZPR,C19N7O1,False
ABJVQMQZVOYUMQ,ABJVQMQZVOYUMQ,C17N5O1,False
ABKBDMPNGBOCLQ,ABKBDMPNGBOCLQ,C11N3O2S1,False
ABKCFISXPHPMMD,ABKCFISXPHPMMD,C23N2O7,False
ABKCKTZJSCRJQJ,ABKCKTZJSCRJQJ,C18N1O5,False
ABKDUTHHACBTLC,ABKDUTHHACBTLC,C17N6O2,False
ABKFCNYKTJMRCO,ABKFCNYKTJMRCO,C15N5O1,False
ABKGDSFSFZQWJG,ABKGDSFSFZQWJG,C15O3S1,False
ABKJCDILEUEJSH,ABKJCDILEUEJSH,C15N2O5,False
ABKJYVMVNSXXRU,ABKJYVMVNSXXRU,C16N2O2S1,False
ABKPYSMISIXWNL,ABKPYSMISIXWNL,C18N5S1,False
ABKSYUFUJARJIT,ABKSYUFUJARJIT,C14F4N2O2,False
ABKVKKWQGCYJSA,ABKVKKWQGCYJSA,C17Cl1N3O2,False
ABKVPUQUVMSECS,ABKVPUQUVMSECS,C22N3O1,False
ABKWKBDTVXRGBT,ABKWKBDTVXRGBT,C16Cl1F1N4O1,False
ABLACSIRCKEUOB,NNXWMWGIQHVLGW,C22O6,True
ABLAJCCFFAFLJQ,ABLAJCCFFAFLJQ,C13Cl1F1N2O3S1,False
ABLBQYAYENPUPS,ABLBQYAYENPUPS,C19N1O1,False
ABLGZGHWXQSVMZ,ABLGZGHWXQSVMZ,C13N4O3S2,False
ABLITCQTFDMCEE,ABLITCQTFDMCEE,C13N4S1,False
ABLJFEYLMBZSJT,ABLJFEYLMBZSJT,C20F1N5O1S1,False
ABLLNOZNQUBCSB,ABLLNOZNQUBCSB,C12F2N2O4S1,False
ABLMAVDEGLIKGN,ABLMAVDEGLIKGN,C16N1O5,False
ABLMUCSYDQOWAQ,ABLMUCSYDQOWAQ,C14N4O4S1,False
ABLOJQGCNLNCFS,ABLOJQGCNLNCFS,C21F1N4O3,False
ABLPGNNLFMZLLG,ABLPGNNLFMZLLG,C15N4O4,False
ABLQPSROEVBQNV,ABLQPSROEVBQNV,C17N4O2,False
ABLSDRFLBJHAHS,ABLSDRFLBJHAHS,C16F1N3O3,False
ABLSIZMYVNDXCM,ABLSIZMYVNDXCM,C17F2N2O3,False
ABLSZSHHESOXTB,ABLSZSHHESOXTB,C20F2N3O2,False
ABLURKSBHGUHFV,ABLURKSBHGUHFV,C20N5O1,False
ABLXFIQNRYOHNT,ABLXFIQNRYOHNT,C18Cl1N2O3,False
ABLZVEHJAZTQOL,ABLZVEHJAZTQOL,C18N2O2,False
ABMAUKFIVHZBGU,ABMAUKFIVHZBGU,C18F1N3O1S1,False
ABMDMEKFZRTILY,ABMDMEKFZRTILY,C16N3O2S1,False
ABMDNDQYTGFELT,ABMDNDQYTGFELT,C13F3N2O3S1,False
ABMDRUJBZQOQQS,ABMDRUJBZQOQQS,C53O8,False
ABMHJHWGVITYBE,ABMHJHWGVITYBE,C17N3O3,False
ABMKGIWJRHEDTO,ABMKGIWJRHEDTO,C15N5O1,False
ABMKNFUHIVUAPU,ABMKNFUHIVUAPU,C18O4,False
ABMLKKCDLVXVDG,ABMLKKCDLVXVDG,C20N3O1,False
ABMMVTDFCZOPKL,ABMMVTDFCZOPKL,C19N1O3S1,False
ABMOBHDJIUJCNP,ABMOBHDJIUJCNP,C18O6,False
ABMQEVXQGNCXPL,ABMQEVXQGNCXPL,C20N3O2,False
ABMSJKVRCZYROZ,ABMSJKVRCZYROZ,C12Cl1N3O2S1,False
ABMTUMFKIGRNES,ABMTUMFKIGRNES,C17N4O2S1,False
ABMUNUSXKYUURV,ABMUNUSXKYUURV,C15N3O2S1,False
ABMZSNRXQRQCQT,ABMZSNRXQRQCQT,C17Cl2N5O2,False
ABNAGKVTXCSXIN,ABNAGKVTXCSXIN,C16F2N6O3S1,False
ABNFMPDSVBYWNU,ABNFMPDSVBYWNU,C13N2O2S1,False
ABNIDCXKNWWRAL,ABNIDCXKNWWRAL,C24F2N4O2,False
ABNKHLJAVYVWBF,ABNKHLJAVYVWBF,C6N4O2S1,False
ABNMCPOFPANYTG,ABNMCPOFPANYTG,C13F1N2O2,False
ABNMVYYBOAAMMX,ABNMVYYBOAAMMX,C18N4O2,False
ABNNGUIGMAZWRS,ABNNGUIGMAZWRS,C20N3O3,False
ABNNHYCCNQDLRM,ABNNHYCCNQDLRM,C21N6O2,False
ABNPUWMGIRYHKX,ABNPUWMGIRYHKX,Br1C21F1N1O4,False
ABNUFXPWQKUCLE,ABNUFXPWQKUCLE,C20N3O2,False
ABNUIFCAPXTGOU,ABNUIFCAPXTGOU,C14N6O2S1,False
ABNUOTJZDQDNBK,ABNUOTJZDQDNBK,C19F1N3O1,False
ABNVHVKLRCQXOW,MCZFFNCUELCXNJ,C16N1O4,True
ABNXKGFLZFSILK,ABNXKGFLZFSILK,C22N4O4,False
ABOARJDRGAPSML,ABOARJDRGAPSML,C16N4S2,False
ABOASTRILQLWDK,ABOASTRILQLWDK,C16N2O5,False
ABODJXDKPIPVLI,ABODJXDKPIPVLI,C16F3N3O2,False
ABOJUMOHOUTFOR,ABOJUMOHOUTFOR,Br1C14N2O1,False
ABOLXXZAJIAUGR,ABOLXXZAJIAUGR,C19O8,False
ABOOGLOUDBWGRI,ABOOGLOUDBWGRI,C19N3O2,False
ABOOPXYCKNFDNJ,ABOOPXYCKNFDNJ,C17Cl1N2O4,False
ABOPFTMRWVBHGJ,ABOPFTMRWVBHGJ,C19F2N3O3S2,False
ABOPTWOWDLNBOE,ABOPTWOWDLNBOE,C21O11,False
ABORWESIKJVKBN,ABORWESIKJVKBN,C47O27,False
ABOVRDBEJDIBMZ,ABOVRDBEJDIBMZ,C15Cl2F6N2O1,False
ABOXPKXXIREGIG,ABOXPKXXIREGIG,C37N3O7,False
ABOXYFDYCPPHRR,ABOXYFDYCPPHRR,C19N4O2,False
ABOZEBBRDMXUOR,ABOZEBBRDMXUOR,C16N3O3,False
ABPAPWMPYGMXOU,ABPAPWMPYGMXOU,C13N6O2,False
ABPBSIJYVWCORM,ABPBSIJYVWCORM,C12N6O1,False
ABPDEYSUVLXYCB,ABPDEYSUVLXYCB,C31O4,False
ABPDVOYNVGUOCL,ABPDVOYNVGUOCL,C22N4O2,False
ABPGBYSDXCJZQB,ABPGBYSDXCJZQB,C18N5O2,False
ABPHUCGMJHSUJH,ABPHUCGMJHSUJH,C20F1N3O2,False
ABPNLBQVBZOYRQ,ABPNLBQVBZOYRQ,C18N5O4,False
ABPPELKZZIRQEI,ABPPELKZZIRQEI,C28N1O3,False
ABPRAVJDMXBCSR,ABPRAVJDMXBCSR,C21N5O3,False
ABPRGXCPZWHTDL,ABPRGXCPZWHTDL,C17N3O3S1,False
ABPSAVRNHLBZBO,ABPSAVRNHLBZBO,C15N4O2,False
ABPUFBKBHAVQEM,ABPUFBKBHAVQEM,C19N2O4S1,False
ABPVTXPOTXDFEB,ABPVTXPOTXDFEB,C16N6O2,False
ABPWFYLROQRCDC,ABPWFYLROQRCDC,C16N3O1S1,False
ABPWSXFXKYBWIZ,ABPWSXFXKYBWIZ,C16N4,False
ABPWZYYILKUEHB,ABPWZYYILKUEHB,C19N3O3,False
ABPXRKJEYBQLHV,ABPXRKJEYBQLHV,C14Cl1N2O3,False
ABPZGPXYDKINAU,ABPZGPXYDKINAU,C14Cl1N2O2S1,False
ABQAPAZOJOYOOP,ABQAPAZOJOYOOP,C42O13P1,False
ABQCNYSIQORKQI,ABQCNYSIQORKQI,C18N4O3,False
ABQDALSHKQRLLI,ABQDALSHKQRLLI,C17N5O1,False
ABQFNZLWSTVXIY,ABQFNZLWSTVXIY,C16N2O4S1,False
ABQGVIRKMVXQDX,ABQGVIRKMVXQDX,C15N3O2,False
ABQHJDBRAIJFJS,ABQHJDBRAIJFJS,C20N3O3,False
ABQHUCJIOXOGTD,ABQHUCJIOXOGTD,C18F4N5O1,False
ABQIKAPOGWDUBF,ABQIKAPOGWDUBF,C19N5O2,False
ABQKMDIJZMNCPO,ABQKMDIJZMNCPO,C22O3,False
ABQMNOGUOIZIBX,ABQMNOGUOIZIBX,C16Cl1N4O3,False
ABQNMOMAPSGPLD,ABQNMOMAPSGPLD,C22F1N2O2,False
ABQPUKFFJVLSIX,ABQPUKFFJVLSIX,Br1C13N4O1,False
ABQRMFDTTJYKIF,ABQRMFDTTJYKIF,C56O5,False
ABQSJXKWPRXANR,ABQSJXKWPRXANR,C20N3O2S1,False
ABQVMWVRDPKMPK,ABQVMWVRDPKMPK,C19N3O4S1,False
ABQVZHMCPFXYOF,ABQVZHMCPFXYOF,C18N3O2,False
ABQWIIRCXOTVSN,ABQWIIRCXOTVSN,C17N5O1,False
ABQWQOLWLFVBHZ,ABQWQOLWLFVBHZ,C14N2O3S1,False
ABQYCNKKYWOUKB,ABQYCNKKYWOUKB,C63O6,False
ABQYNGFPMBXNJC,ABQYNGFPMBXNJC,C20Cl1N4O2S2,False
ABQZLSPCCDKZQD,ABQZLSPCCDKZQD,C19N4O1S1,False
ABRBXXZGNUOPQF,ABRBXXZGNUOPQF,C13N2O4,False
ABRDHZFHUWCCNY,ABRDHZFHUWCCNY,C17N2O3,False
ABRDNIBZLQTEDC,ABRDNIBZLQTEDC,C12Cl1N6O2,False
ABRDOPMSCAPBQO,ABRDOPMSCAPBQO,C19N2O2S1,False
ABRIMXGLNHCLIP,ABRIMXGLNHCLIP,C16O1,False
ABRISPFTOZIXMP,ABRISPFTOZIXMP,C9N2O2,False
ABRJXPKJEQIARY,ABRJXPKJEQIARY,C21N5O2,False
