metric_ik14,n_inchikey14,inchikey14s,example_smiles
CUCUKLJLRRAKFN,3,CUCUKLJLRRAKFN;ICTZCAHDGHPRQR;WEYVVCKOOFYHRW,CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(C)=O)C(=O)C12C;CC(=O)C1=C(O)C2(C)C(=CC1=O)Oc1c(C(C)=O)c(O)c(C)c(O)c12;CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3C2(C)C1=O
VANSZAOQCMTTPB,3,BQJKVFXDDMQLBE;URTOHKHBNYPGQJ;VANSZAOQCMTTPB,COc1c(O)c2c(=O)cc(OC)c3c4c(OC)cc(O)c5c(=O)c(OC)c6c(c(c1C(C(C)=O)C(C)(O)C6)c23)c54;COc1c(O)c2c(=O)cc(OC)c3c4c(OC)cc(=O)c5c(O)c(OC)c6c(c(c1CC(C)(O)C6C(C)=O)c23)c54;COc1c2c3c4c(c(OC)c(=O)c5c(O)cc(OC)c(c6c(OC)cc(O)c(c1=O)c63)c54)C(C(C)=O)C(C)(O)C2
VBUYCZFBVCCYFD,3,IAJILQKETJEXLJ;IZSRJDGCGRAUAR;VBUYCZFBVCCYFD,O=CC(O)C(O)C(O)C(O)C(=O)O;O=C(O)C(O)C(O)C(O)C(=O)CO;O=C(O)C(=O)C(O)C(O)C(O)CO
VNOPMKDXPIRFHP,3,POOKHYNGUAZJAE;VNOPMKDXPIRFHP;WHVXMJOXKCTZQN,CC=CC=CC(=O)C1C(C2(C)OC(=O)C(C)=C2O)C2C(=C(O)C=CC=CC)C(=O)C1(C)C(=O)C2(C)O;CC=CC=CC(=O)C1=C(O)C2(C)C(=O)C(C)(O)C1C(C1(C)OC(O)=C(C)C1=O)C2C(=O)C=CC=CC;CC=CC=CC(=O)C1C(=O)C2(C)C(=O)C(C)(O)C1C(C1(C)OC(=O)C(C)C1=O)C2C(=O)C=CC=CC
VNXWUDNUYPIHGV,3,SHLJIZCPRXXHHZ;VNXWUDNUYPIHGV;XAPNKXIRQFHCHN,O=C1N=c2ccccc2=C1c1cc(-c2c[nH]c3ccc(O)cc23)[nH]c1O;O=C1NC(c2c[nH]c3ccc(O)cc23)=CC1=C1C(=O)Nc2ccccc21;O=C1N=C(c2c[nH]c3ccc(O)cc23)C=C1c1c(O)[nH]c2ccccc12
VVTJQHCRBOHFTD,3,OYFHPBSUARUOQE;PVHUJELLJLJGLN;VVTJQHCRBOHFTD,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1;CCOC(O)=C1C(C)=NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1;CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
DWJZKGYQNOQQEZ,3,BJHIKXHVCXFQLS;DWJZKGYQNOQQEZ;GZCGUPFRVQAUEE,O=C(CO)C(O)C(O)C(O)CO;O=CC(O)C(O)C(O)C(O)CO;O=C(C(O)CO)C(O)C(O)CO
WLOFIBIXBQJOGJ,3,PKFUMYGTWIWNDM;RGGWHHMRWRXUAT;WLOFIBIXBQJOGJ,CC(CCC(=O)OCC(O)C(O)C(O)C(O)C=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(=O)C12C;CC(CCC(=O)OCC(O)C(O)C(O)C(=O)CO)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(=O)C12C;CC(CCC(=O)OCC(=O)C(O)C(O)C(O)CO)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(=O)C12C
WXYXERHRDKEISL,3,PYMYPHUHKUWMLA;WXYXERHRDKEISL;ZAQJHHRNXZUBTE,O=CC(O)C(O)C(O)CO;O=C(CO)C(O)C(O)CO;O=C(C(O)CO)C(O)CO
XIMXJQOPHNZJDD,3,MGCKMLULAPEREW;XIMXJQOPHNZJDD;XLFLNLAIJULEFF,CC1=C2NC(=CC3=NC(=C(C)C4=NC(C)(C5N=C1C(C)(CCC(=O)NCC(C)OP(=O)(O)OC1C(CO)OC(n6cnc7cc(C)c(C)cc76)C1O)C5CC(N)=O)C(C)(CC(N)=O)C4CCC(N)=O)C(C)(CC(N)=O)C3CCC(N)=O)C(C)(C)C2CCC(N)=O;CC1=C2N=C(C=C3N=C(C(C)=C4NC(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)(O)OC4C(CO)OC(n5cnc6cc(C)c(C)cc65)C4O)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O;CC1=C2N=C(C=C3N=C(C(C)=C4NC(C)(C5N=C1C(C)(CCC(=O)NCC(C)OP(=O)(O)OC1C(CO)OC(n6cnc7cc(C)c(C)cc76)C1O)C5CC(N)=O)C(C)(CC(N)=O)C4CCC(N)=O)C(C)(CC(N)=O)C3CCC(N)=O)C(C)(C)C2CCC(N)=O
YEBAWWHAYLCCGQ,3,CBGDIJWINPWWJW;CQIUKKVOEOPUDV;YEBAWWHAYLCCGQ,CC1=C2C(=COC(C)C2C)C(=O)C(C(=O)O)=C1O;CC1=C2C(=COC(C)C2C)C(O)=C(C(=O)O)C1=O;CC1=c2c(C)c(O)c(C(=O)O)c(O)c2=COC1C
YHGMVZSARDHQSS,3,GBGJLYKBNDSRTC;TZSRWDAUMVMABP;YHGMVZSARDHQSS,CC(CCC(=O)OCC(O)C(O)C(O)C(=O)CO)C1CCC2C3C(=O)CC4CC(O)CCC4(C)C3CC(O)C12C;CC(CCC(=O)OCC(O)C(O)C(O)C(O)C=O)C1CCC2C3C(=O)CC4CC(O)CCC4(C)C3CC(O)C12C;CC(CCC(=O)OCC(=O)C(O)C(O)C(O)CO)C1CCC2C3C(=O)CC4CC(O)CCC4(C)C3CC(O)C12C
YKYBWGJKLYMCFI,3,GGQJXCQBBONZFX;RNIADBXQDMCFEN;YKYBWGJKLYMCFI,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C12;C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12;C=C1c2c(Cl)ccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12
YMDXSGBNCBQYGC,3,HTIQEAQVCYTUBX;VNTNQZVUQJROCO;YMDXSGBNCBQYGC,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl;CCOC(O)=C1C(COCCN)=NC(C)=C(C(=O)OC)C1c1ccccc1Cl;CCOC(=O)C1=C(COCCN)N=C(C)C(C(=O)OC)C1c1ccccc1Cl
YWTHVAKOGDVEOS,3,INNPZTGYZSAJFN;SILSDTWXNBZOGF;YWTHVAKOGDVEOS,CCSC(C)CC1CC(=O)C(=C(CC)NOCC=CCl)C(=O)C1;CCSC(C)CC1CC(=O)C(C(CC)=NOCC=CCl)=C(O)C1;CCSC(C)CC1CC(=O)C(C(CC)=NOCC=CCl)C(=O)C1
ZEYZULDGDOGHBW,3,INOCLZXAGNEECH;LWZQTIJQYFMOCA;ZEYZULDGDOGHBW,CC(CCC(=O)OCC(O)C(O)C(O)C(=O)CO)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C;CC(CCC(=O)OCC(O)C(O)C(O)C(O)C=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C;CC(CCC(=O)OCC(=O)C(O)C(O)C(O)CO)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
ZHDPLQKJJVUBDP,3,DQFPEYARZIQXRM;SOTLWPHEAQOHHC;ZHDPLQKJJVUBDP,CCON=C(CC)C1=C(O)CC(c2c(C)cc(C)cc2C)CC1=O;CCONC(CC)=C1C(=O)CC(c2c(C)cc(C)cc2C)CC1=O;CCON=C(CC)C1C(=O)CC(c2c(C)cc(C)cc2C)CC1=O
ZZZRUAITSXLWBH,3,DYKFCLLONBREIL;FFTVPQUHLQBXQZ;ZZZRUAITSXLWBH,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O;CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(=N)O)C(=O)C3(O)C(O)=C1C2=O;CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O
AUCWBKUOZKMQBE,2,AUCWBKUOZKMQBE;QSTFRCUXCBXJAW,CC1=CC2C(O)(CC(CO)=CC3C4C(C)(C)C4(OC(=O)C(C)C)CC(C)C32O)C1=O;CC(C)C(=O)OC12CC(C)C3(O)C4=CC(C)C(=O)C4(O)CC(CO)=CC3C1C2(C)C
AUMHDRMJJNZTPB,2,AUMHDRMJJNZTPB;MBGGBVCUIVRRBF,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1;O=c1c(CC[S+]([O-])c2ccccc2)c(O)n(-c2ccccc2)n1-c1ccccc1
AUOFTPXWUVYOOQ,2,AUOFTPXWUVYOOQ;WKWHYFHGTWZCLM,CC=C1CN2CCc3c([nH]c4ccccc34)C2CC1C(=CO)C(=O)OC;CC=C1CN2CCc3c([nH]c4ccccc34)C2CC1C(C=O)C(=O)OC
AUPXIAGHXUXMCR,2,AUPXIAGHXUXMCR;UVGDCLGJXMBOBD,CC(C)C=C1NC(=O)C(C(C)C)n2c1nc1c(O)cccc1c2=O;CC(C)Cc1[nH]c(O)c(C(C)C)n2c(=O)c3cccc(=O)c3nc12
AVPFQYZAGYJGCG,2,AVPFQYZAGYJGCG;LRTDHPDQLDCIJW,COc1cc(C2C(C(=O)OC3CCCCC3)=C(C)NC3=C2C(=O)CCC3)cc(Cl)c1O;COc1cc(C2C(C(=O)OC3CCCCC3)=C(C)N=C3CCCC(=O)C32)cc(Cl)c1O
AWMIXSPXRGVXCM,2,AWMIXSPXRGVXCM;OFNBSFMFHMXOJD,CC1=NN(c2nc3ccccc3s2)C(=O)C1Cc1cccc2ccccc12;Cc1[nH]n(-c2nc3ccccc3s2)c(=O)c1Cc1cccc2ccccc12
AWMNMVKFFWMAAM,2,AWMNMVKFFWMAAM;KJXSIXMJHKAJOD,O=C1c2c(O)cc(O)cc2OC(c2cc(O)c(O)c(O)c2)C1O;O=C1C(O)c2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1
AWSOOWXVUHIAKI,2,AWSOOWXVUHIAKI;GXKOZRMTQADUDO,CC1=C(C(=O)Nc2cccnc2)C(c2cccnc2)n2nc(SCc3ccccc3Cl)nc2N1;CC1=Nc2nc(SCc3ccccc3Cl)nn2C(c2cccnc2)C1C(=O)Nc1cccnc1
AXFSQNOERPOWQC,2,AXFSQNOERPOWQC;DAAUVFZUXIGOCK,CC(O)C1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CCCN=C(N)N)NC(=O)C(CO)NC(=O)C2CCNc3c(NC(=O)CCC(N)=O)cc4cc(O)c(=O)cc-4n32)CCCCNC(=O)C(C(C)O)NC1=O;CC(O)C1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C2CCN=C3C(NC(=O)CCC(N)=O)=Cc4cc(O)c(O)cc4N32)CCCCNC(=O)C(C(C)O)NC1=O
AXGRHHHDHKEESL,2,AXGRHHHDHKEESL;NCHVDWWMGYMNEG,CC=CC=CC=CC1=CC2=C(Cl)C(=O)C(C)(OC(=O)CC(O)CC(C)O)C(=O)C2=CN1;CC=CC=CC=Cc1cc2c(cn1)C(=O)C(C)(OC(=O)CC(O)CC(C)O)C(=O)C2Cl
AXSGJZFDQFXCKM,2,AXSGJZFDQFXCKM;UTRZMYUYKQTKPQ,O=C(NCC1CCCO1)c1cc2c3ccccc3nc-2c(-c2ccc(F)cc2)[nH]1;O=C(NCC1CCCO1)c1cc2c([nH]c3ccccc32)c(-c2ccc(F)cc2)n1
AYGRUKWONNZYSF,2,AYGRUKWONNZYSF;RVKCCVTVZORVGD,CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1;CCOC(O)=c1cc(O)c(=C(O)C2CC2)c(O)c1
AYPLIOBOODCTDR,2,AYPLIOBOODCTDR;KQBCIGPPRFLKLS,CC(C)C(C)CC(O)C(C)(O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C;CC(C)C(C)CC(O)C(C)(O)C1CCC2(O)C3=C(CCC12C)C1(C)CC(O)C(O)CC1C(=O)C3
AZVPBSGIOMRJKA,2,AZVPBSGIOMRJKA;SLUFFIKFMLYKDM,CCC1(O)CC2C3C(C(=O)OC)=C4Nc5ccccc5C45CCN(C31)C25;CCC1(O)CC2C3C(C(=O)OC)C4=Nc5ccccc5C45CCN(C31)C25
AZYZLJLXSUKDDV,2,AZYZLJLXSUKDDV;UHZKAJWBEKWXFW,COC(=O)C1=C(C)NC2=C(C(=O)CC(c3cccs3)C2)C1c1ccc(OC)c(OC)c1OC;COC(=O)C1=C(C)N=C2CC(c3cccs3)CC(=O)C2C1c1ccc(OC)c(OC)c1OC
BAZGVDKAIHZPOH,2,BAZGVDKAIHZPOH;NPAGDVCDWIYMMC,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O;CC12CCC3C4=C(CCC3C1CCC2O)CC(=O)CC4
BBMQCUKAEIULOL,2,BBMQCUKAEIULOL;KCGJPQIGKYTZQW,COc1cc(C2NC(O)=NC(C)=C2C(=O)OCCOc2ccccc2)cc(Cl)c1O;COc1cc(C2NC(=O)N=C(C)C2C(=O)OCCOc2ccccc2)cc(Cl)c1O
BBSRHOHIYMGKJH,2,BBSRHOHIYMGKJH;CEIZFXOZIQNICU,CCC(C)C1NC(=O)C(C(C)=O)=C1O;CCC(C)C1N=C(O)C(C(C)=O)=C1O;CCC(C)c1[nH]c(O)c(C(C)=O)c1O
BCOOSBAZNPOHJV,2,BCOOSBAZNPOHJV;GQWICVGRFVFBSO,CCC(=O)C1=Nc2c([nH]c(=O)[nH]c2=O)NC1;CCC(O)c1cnc2[nH]c(=O)[nH]c(=O)c2n1
BCSNGCDMERUCFL,2,BCSNGCDMERUCFL;QZJJDOYZVRUEDY,CC(=O)OC(C)(C)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(=O)C(O)C4(C)C)C3(C)C(=O)CC12C;CC(=O)OC(C)(C)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C
BDSRXTKTBMBHSA,2,BDSRXTKTBMBHSA;WENIPMPCVBSESB,CCC(C)C=C(C)C=CC(=O)C1CCC(O)C(C)(O)C1=O;CCC(C)=CC(C)=CCC(=O)C1CCC(O)C(C)(O)C1=O
BDVANKRUMROXIY,2,BDVANKRUMROXIY;CDVMOSRXPDTXBF,CC1=CC(=O)C2C(C)(C)CCCC2(C)C1CO;CC1=C(CO)C2(C)CCCC(C)(C)C2C(=O)C1
BERONTYQJBPFKG,2,BERONTYQJBPFKG;SATGKQGFUDXGAX,CC(CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CCC12C)C(=O)O;CC(CCCC(C)C1CCC2C3C(O)C=C4CC(=O)CCC4(C)C3CCC12C)C(=O)O
BEXALXUVUGWKPB,2,BEXALXUVUGWKPB;DKHGMERMDICWDU,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=C(C)C(=O)c2ccccc2C1=O;CC(C)=CCCC(C)=CCCC(C)=CCC=C(C)C=Cc1c(C)c(O)c2ccccc2c1O
BEYBCTCVSANTIM,2,BEYBCTCVSANTIM;JTZKILTYPNEPCS,COC(=O)C1=C(C)NC2=C(C(=O)CCC2)C1c1coc2ccc(Cl)cc2c1=O;COC(=O)C1=C(C)N=C2CCCC(=O)C2C1c1coc2ccc(Cl)cc2c1=O
BFDSCBNQKZOCJH,2,BFDSCBNQKZOCJH;RGHQRULWHKEQHE,CC(=O)OCC12CCC3C(CC=C4CC=CC(=O)C43C)C1(O)CCC2(O)C(C)(O)C1CC(C)=C(C)C(=O)O1;CC(=O)OCC12CCC3C(CC=C4C=CCC(=O)C43C)C1(O)CCC2(O)C(C)(O)C1CC(C)=C(C)C(=O)O1
BFSRIEFDUJQDFF,2,BFSRIEFDUJQDFF;YKAQENKKQWMYFZ,CC=C(C)CC(C=C(C)C(O)C(C)C=C(C)C(O)C(C)C=CC(O)CC=CC(O)C(O)C(=O)O)C(=O)O;CC=C(C)CC(C=C(C)C(O)C(C)C=C(C)C(O)C(C)C=CC(O)CCCC(=O)C(O)C(=O)O)C(=O)O
BFUDBGZBRYQTGN,2,BFUDBGZBRYQTGN;SYHDWWGHFGWVLV,N#CC1=C(N)Oc2c(c(O)nc3ccccc23)C1c1cccc(O)c1;N#CC1C(=N)Oc2c(c(=O)[nH]c3ccccc23)C1c1cccc(O)c1
BFVPKWPVPFEEGC,2,BFVPKWPVPFEEGC;UONYSWJBINPXCB,CC=C(NC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1c1nc(C(=O)NC(CCC(N)=O)C(=O)O)cs1;CCC(=NC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1c1nc(C(=O)NC(CCC(N)=O)C(=O)O)cs1
BHCBKBMXRNVVJF,2,BHCBKBMXRNVVJF;MFXSQHJTWWSILZ,COC(=O)C1C(=O)c2ccccc2N=C1SCc1ccccc1Cl;COC(=O)c1c(SCc2ccccc2Cl)[nH]c2ccccc2c1=O
BHMBVRSPMRCCGG,2,BHMBVRSPMRCCGG;OBTVQKDILGZFPY,CCCCCC(O)C=CC1C(=O)CC(O)C1CC=CCCCC(=O)O;CCCCCC(O)CC=C1C(=O)CC(O)C1CC=CCCCC(=O)O
BHXKFIQPVUMOPS,2,BHXKFIQPVUMOPS;KTFJSKIITFTJGW,CCOC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccc(F)cc1F;CCOC(=O)C1C(=N)Oc2cc(O)ccc2C1c1ccc(F)cc1F
BHZCGCMWEVHUBA,2,BHZCGCMWEVHUBA;VKHAHZOOUSRJNA,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C;CC#CC1(O)CCC2C3=C(C4=C(CC3)CC(=O)CC4)C(c3ccc(N(C)C)cc3)CC21C
BIWJKYZTTFRUHB,2,BIWJKYZTTFRUHB;CBXGQKNSTJDJQF,O=C(O)C1CCN(C(=O)c2ccccc2N2C(=O)C3Cc4c([nH]c5ccccc45)C(c4cccc(Cl)c4)N3C2=O)CC1;O=C(O)C1CCN(C(=O)c2ccccc2-n2c(O)c3n(c2=O)C(c2cccc(Cl)c2)c2[nH]c4ccccc4c2C3)CC1
BJOHUNZQBNULNC,2,BJOHUNZQBNULNC;TZIZWYVVGLXXFV,CC(C)(C)CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C;CC(C)(C)CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC12C
BJWJSFCBOIUATF,2,BJWJSFCBOIUATF;GXPHKUHSUJUWKP,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2;Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(Cc3sc(=O)[nH]c3O)cc1)O2
BLWRISJFPSMOON,2,BLWRISJFPSMOON;IETKPTYAGKZLKY,Cn1c(COc2ccc(CC3SC(=O)NC3=O)cc2)nc2ccccc2c1=O;Cn1c(COc2ccc(Cc3sc(=O)[nH]c3O)cc2)nc2ccccc2c1=O
BMBZQHHHOKKDRI,2,BMBZQHHHOKKDRI;XYRSQOXRWJBEIG,COc1ccc(C2(O)c3c(ccc(C=CC(C)=O)c3O)NC(=O)C2OC)cc1;COc1ccc(C2(O)c3c(O)c(=CCC(C)=O)ccc3=NC(=O)C2OC)cc1
BMIVLQFYMLBLAI,2,BMIVLQFYMLBLAI;SMBAHXCBDFRXKJ,CCOc1cc(C2C(C(=O)OC)=C(C)NC3=C2C(=O)CC(c2ccccc2)C3)cc(Br)c1O;CCOc1cc(C2C(C(=O)OC)=C(C)N=C3CC(c4ccccc4)CC(=O)C32)cc(Br)c1O
BMUMTRMJEUUADQ,2,BMUMTRMJEUUADQ;NHLBOKNHQIEJIH,C=C(C)C(=O)C(CC(C)C)NC(=O)C(CC[S+](C)[O-])NC(=O)C(NC(=O)CCCCC)C(C)C;CCCCCC(=O)N=C(C(=O)NC(CC[S+](C)[O-])C(=O)NC(CC(C)C)C(=O)C(C)C)C(C)C
BOMGASAONSXQLE,2,AFDANKUHSLVEBJ;BOMGASAONSXQLE,O=C1c2c(O)cc(O)c(C3C(=O)c4c(O)cc(O)cc4OC3c3ccc(O)cc3)c2OC(c2ccc(O)cc2)C1O;O=C1C(O)c2c(O)cc(O)c(C3C(=O)c4c(O)cc(O)cc4OC3c3ccc(O)cc3)c2OC1c1ccc(O)cc1
BOZLVNNSUDBQBL,2,BOZLVNNSUDBQBL;PUZDIGQDECBVJT,CCCCC(C)C(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CCCCCCCCC(O)C(C)=O)OC(=O)CC(CC(=O)O)C(=O)O;CCCCC(C)C(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CCCCCCCCC(=O)C(C)O)OC(=O)CC(CC(=O)O)C(=O)O
BPLWYGULEISRGL,2,BPLWYGULEISRGL;TZDVTFYLQHHLND,CCCCCCCCCCCCCCCC(=O)c1c(O)c(C)n(C)c1O;CCCCCCCCCCCCCCCC(O)=C1C(=O)C(C)N(C)C1=O
BPPVUXSMLBXYGG,2,BPPVUXSMLBXYGG;IYMLUHWAJFXAQP,Cc1c(C(=O)c2cnn(C)c2O)ccc(S(C)(=O)=O)c1C1=NOCC1;Cc1c(C(=O)c2c[nH]n(C)c2=O)ccc(S(C)(=O)=O)c1C1=NOCC1
BPUNDQLKPUIGBR,2,BPUNDQLKPUIGBR;TXUWMXQFNYDOEZ,CN1C(=O)C(Cc2c[nH]c3ccccc23)NC1=S;Cn1c(O)c(Cc2c[nH]c3ccccc23)[nH]c1=S
BQCUHACWRRKGKG,2,BQCUHACWRRKGKG;RSXQBPOUDUEDHQ,CC1=C(C#N)C(=O)N(CCO)C(=O)C1=NNc1cccc(Cl)c1C;Cc1c(Cl)cccc1N=Nc1c(C)c(C#N)c(=O)n(CCO)c1O
BQIQIGVQGLPBNT,2,BQIQIGVQGLPBNT;NEMHIKRLROONTL,[N-]=[N+]=Nc1ccc(CC(N)C(=O)O)cc1;[N-]=[NH+]Nc1ccc(CC(=N)C(=O)O)cc1
BQIXSDAQKQKBFJ,2,BQIXSDAQKQKBFJ;YCBIKDFZWKJKOO,CC1(C)CC(=O)C2=C(C1)Nc1ccccc1NC2c1ccc(OCc2cccc(Cl)c2)cc1;CC1(C)CC(=O)C2C(=Nc3ccccc3NC2c2ccc(OCc3cccc(Cl)c3)cc2)C1
BQZQKSOJYNWBLR,2,BQZQKSOJYNWBLR;PVYJZLYGTZKPJE,COC1=C(N)C(=O)c2nc(-c3nc(C(=O)O)c(C)c(-c4ccc(OC)c(OC)c4O)c3N)ccc2C1=O;COc1ccc(-c2c(C)c(C(=O)O)nc(-c3ccc4c(n3)C(=O)C(=N)C(OC)C4=O)c2N)c(O)c1OC
BRDCNYSVPFEIOU,2,BRDCNYSVPFEIOU;SEWZRBLHMWLQDL,CCOc1cc(C2NC(O)=NC(C)=C2C(O)=NCc2ccccc2)ccc1O;CCOc1cc(C2NC(=O)N=C(C)C2C(=O)NCc2ccccc2)ccc1O
BRYNBZLFSSPVNW,2,BRYNBZLFSSPVNW;XGAYTJSGYYGBAT,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)C(=O)O;CC(=CC=CC(C)C=CC1=C(C)CCCC1(C)C)C(=O)O
BTGAMTAWDPVNNK,2,BTGAMTAWDPVNNK;YYTOWLHCHFHNNT,COC(=O)C1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1ccc(C(F)(F)F)cc1;COC(=O)C1C(=N)Oc2c(c(=O)oc3ccccc23)C1c1ccc(C(F)(F)F)cc1
BTLHECDVDYCCFC,2,BTLHECDVDYCCFC;DGQLVPJVXFOQEV,Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c(O)c1C2=O;Cc1c(C(=O)O)c(O)cc2c(O)c3c(c(O)c12)C(=O)C(C1OC(CO)C(O)C(O)C1O)C(=O)C3=O
BTXYOFGSUFEOLA,2,BTXYOFGSUFEOLA;DDRJAANPRJIHGJ,CN1CC(=O)N=C1N;CN1CC(=O)NC1=N;CN1CC(O)=NC1=N
BVFHNVKBHVCTBH,2,BVFHNVKBHVCTBH;MWIILMQQYYNLPO,C=C(CN(C)C)C(CC)c1cccc(O)c1;CCC(=C(C)CN(C)C)c1cccc(O)c1
BVICOAYCCBHXRP,2,BVICOAYCCBHXRP;CREVIXFSUWYGRJ,CC(CCC(=O)O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C;CC(CCC(=O)O)C1CCC2C3=CC=C4CC(=O)CCC4(C)C3CCC21C
BVQDZSFUVFXFCD,2,BVQDZSFUVFXFCD;IYRVNICUQSSYTE,COc1ccc(-c2onc(C(F)(F)F)c2-c2ccc(Cl)cc2)c(O)c1;COC1=CC(=O)C(=C2ONC(C(F)(F)F)=C2c2ccc(Cl)cc2)C=C1
BWFSDSZELXIOPG,2,BWFSDSZELXIOPG;IGFATNASWLSOTD,O=C1NC(=O)C2C1Sc1c(sc(=O)n1Cc1ccccc1)C2c1c[nH]c2ccccc12;O=c1sc2c(n1Cc1ccccc1)Sc1c(O)[nH]c(O)c1C2c1c[nH]c2ccccc12
BWGNRRGTNFKGQK,2,BWGNRRGTNFKGQK;KKZJGLLVHKMTCM,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21;O=C1C=CC(=O)c2c1c(O)c1c(NCCNCCO)ccc(NCCNCCO)c1c2O
BWKLBIFJDLIJAJ,2,BWKLBIFJDLIJAJ;QGHXKPGWSFZUCF,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O;CC(=CC=CC(C)C=CC1=C(C)CCCC1(C)C)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O
BYAAPSQQRDMOAQ,2,BYAAPSQQRDMOAQ;KJEBULYHNRNJTE,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1;COCCOC(=O)C1=C(C)N=C(C)C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
BYVWXQRJRYELNP,2,BYVWXQRJRYELNP;CXQWRCVTCMQVQX,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O;O=C1C(O)c2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1
